Poziom;Kategoria;English;Polski;English Sample;Translate English sample
B1;Zdrowie i styl życia;check-up;badanie kontrolne;He goes for a check-up every six months.;On chodzi na badanie kontrolne co sześć miesięcy.
B1;Zdrowie i styl życia;vaccination;szczepienie;Vaccination protects us from dangerous diseases.;Szczepienie chroni nas przed groźnymi chorobami.
B1;Zdrowie i styl życia;symptom;objaw;A cough is a common symptom of a cold.;Kaszel jest częstym objawem przeziębienia.
B1;Zdrowie i styl życia;diagnosis;diagnoza;The doctor gave him a clear diagnosis.;Lekarz postawił mu jasną diagnozę.
B2;Kultura i sztuka;art;sztuka;Art can express emotions that words cannot.;Sztuka może wyrażać emocje, których nie oddadzą słowa.
B2;Kultura i sztuka;artist;artysta;The artist spent three years working on this project.;Artysta spędził trzy lata pracując nad tym projektem.
B2;Kultura i sztuka;painting;obraz;Her favorite painting hangs in the living room.;Jej ulubiony obraz wisi w salonie.
B2;Kultura i sztuka;sculpture;rzeźba;That sculpture was made entirely of wood.;Ta rzeźba została wykonana w całości z drewna.
B2;Kultura i sztuka;exhibition;wystawa;The new exhibition attracted thousands of visitors.;Nowa wystawa przyciągnęła tysiące zwiedzających.
B2;Kultura i sztuka;gallery;galeria;We went to a gallery to see local artists' work.;Poszliśmy do galerii, aby zobaczyć prace lokalnych artystów.
B2;Kultura i sztuka;museum;muzeum;The museum closes at six in the evening.;Muzeum zamyka się o szóstej wieczorem.
B2;Kultura i sztuka;portrait;portret;She painted a portrait of her grandmother.;Namalowała portret swojej babci.
B2;Kultura i sztuka;landscape;pejzaż;The landscape in this painting looks so peaceful.;Pejzaż na tym obrazie wygląda tak spokojnie.
B2;Kultura i sztuka;abstract art;sztuka abstrakcyjna;Abstract art is sometimes difficult to understand.;Sztuka abstrakcyjna bywa czasem trudna do zrozumienia.
B2;Kultura i sztuka;modern art;sztuka nowoczesna;Modern art often breaks traditional rules.;Sztuka nowoczesna często łamie tradycyjne zasady.
B2;Kultura i sztuka;classical art;sztuka klasyczna;Classical art is displayed in many European museums.;Sztuka klasyczna jest prezentowana w wielu europejskich muzeach.
B2;Kultura i sztuka;literature;literatura;She studies English literature at university.;Studiuje literaturę angielską na uniwersytecie.
B2;Kultura i sztuka;novel;powieść;He is writing a novel about life in the 19th century.;On pisze powieść o życiu w XIX wieku.
B2;Kultura i sztuka;short story;opowiadanie;I read an interesting short story before bed.;Przeczytałem ciekawe opowiadanie przed snem.
B2;Kultura i sztuka;poem;wiersz;This poem was written by a famous Polish poet.;Ten wiersz został napisany przez znanego polskiego poetę.
B2;Kultura i sztuka;poet;poeta;The poet was invited to speak at the festival.;Poeta został zaproszony, aby wystąpić na festiwalu.
B2;Kultura i sztuka;writer;pisarz;She is a writer of children's books.;Jest pisarką książek dla dzieci.
B2;Kultura i sztuka;author;autor;The author of this novel lives in London.;Autor tej powieści mieszka w Londynie.
B2;Kultura i sztuka;drama;dramat;The drama on stage moved the audience to tears.;Dramat na scenie wzruszył publiczność do łez.
B2;Kultura i sztuka;playwright;dramatopisarz;Shakespeare is the most famous playwright in history.;Szekspir jest najsłynniejszym dramatopisarzem w historii.
B2;Kultura i sztuka;stage;scena;The actor walked confidently onto the stage.;Aktor wszedł pewnie na scenę.
B2;Kultura i sztuka;performance;występ;The performance lasted over two hours.;Występ trwał ponad dwie godziny.
B2;Kultura i sztuka;audience;publiczność;The audience applauded loudly after the concert.;Publiczność głośno oklaskiwała po koncercie.
B2;Kultura i sztuka;actor;aktor;The actor prepared for the role for six months.;Aktor przygotowywał się do roli przez sześć miesięcy.
B2;Kultura i sztuka;actress;aktorka;The actress wore a beautiful red dress at the premiere.;Aktorka miała na sobie piękną czerwoną suknię na premierze.
B2;Kultura i sztuka;director;reżyser;The director is working on a new science fiction movie.;Reżyser pracuje nad nowym filmem science fiction.
B2;Kultura i sztuka;screenwriter;scenarzysta;The screenwriter created a brilliant script.;Scenarzysta stworzył genialny scenariusz.
B2;Kultura i sztuka;script;scenariusz;The actors rehearsed the script many times.;Aktorzy wielokrotnie ćwiczyli scenariusz.
B2;Kultura i sztuka;dialogue;dialog;The dialogue in this film sounds very natural.;Dialog w tym filmie brzmi bardzo naturalnie.
B2;Kultura i sztuka;scene;scena;The last scene of the play surprised everyone.;Ostatnia scena sztuki zaskoczyła wszystkich.
B2;Kultura i sztuka;theatre;teatr;We bought tickets for the theatre on Friday.;Kupiliśmy bilety do teatru na piątek.
B2;Kultura i sztuka;cinema;kino;They often go to the cinema on weekends.;Oni często chodzą do kina w weekendy.
B2;Kultura i sztuka;film;film;This film won several international awards.;Ten film zdobył kilka międzynarodowych nagród.
B2;Kultura i sztuka;movie;film;That movie is based on a true story.;Ten film jest oparty na prawdziwej historii.
B2;Kultura i sztuka;documentary;film dokumentalny;The documentary showed the effects of climate change.;Film dokumentalny pokazał skutki zmian klimatycznych.
B2;Kultura i sztuka;soundtrack;ścieżka dźwiękowa;The soundtrack of this movie is unforgettable.;Ścieżka dźwiękowa tego filmu jest niezapomniana.
B2;Kultura i sztuka;composer;kompozytor;Mozart is considered a genius composer.;Mozart uważany jest za genialnego kompozytora.
B2;Kultura i sztuka;conductor;dyrygent;The conductor raised his hands and the orchestra began.;Dyrygent uniósł ręce i orkiestra zaczęła grać.
B2;Kultura i sztuka;musician;muzyk;He works as a musician in a jazz band.;On pracuje jako muzyk w zespole jazzowym.
B2;Kultura i sztuka;band;zespół;The band released a new album this year.;Zespół wydał w tym roku nowy album.
B2;Kultura i sztuka;orchestra;orkiestra;The orchestra played in the national theatre.;Orkiestra zagrała w teatrze narodowym.
B2;Kultura i sztuka;concert;koncert;The concert tickets sold out in one hour.;Bilety na koncert wyprzedały się w godzinę.
B2;Kultura i sztuka;festival;festiwal;They are preparing for the summer music festival.;Przygotowują się do letniego festiwalu muzycznego.
B2;Kultura i sztuka;album;album;Her debut album became a bestseller.;Jej debiutancki album stał się bestsellerem.
B2;Kultura i sztuka;song;piosenka;That song always reminds me of my childhood.;Ta piosenka zawsze przypomina mi moje dzieciństwo.
B2;Kultura i sztuka;lyrics;tekst piosenki;The lyrics of this song are very meaningful.;Tekst tej piosenki ma głębokie znaczenie.
B2;Kultura i sztuka;melody;melodia;The melody of this piece is simple but beautiful.;Melodia tego utworu jest prosta, ale piękna.
B2;Kultura i sztuka;rhythm;rytm;The rhythm makes everyone want to dance.;Rytm sprawia, że każdy chce tańczyć.
B2;Kultura i sztuka;dance;taniec;They learned a traditional folk dance.;Nauczyli się tradycyjnego tańca ludowego.
B2;Kultura i sztuka;dancer;tancerz;The dancer moved gracefully across the stage.;Tancerz poruszał się z gracją po scenie.
B2;Kultura i sztuka;ballet;balet;The ballet performance received standing ovations.;Spektakl baletowy otrzymał owacje na stojąco.
B2;Kultura i sztuka;opera;opera;We went to the opera to see 'Carmen'.;Poszliśmy do opery zobaczyć 'Carmen'.
B2;Kultura i sztuka;costume;kostium;The actors wore traditional costume for the historical play.;Aktorzy mieli na sobie tradycyjne kostiumy do sztuki historycznej.
B2;Kultura i sztuka;make-up;makijaż sceniczny;Stage make-up helps performers look expressive under strong lights.;Makijaż sceniczny pomaga aktorom wyglądać wyraziście pod mocnym oświetleniem.
B2;Kultura i sztuka;stage design;scenografia;The stage design created a magical atmosphere in the theatre.;Scenografia stworzyła magiczną atmosferę w teatrze.
B2;Kultura i sztuka;review;recenzja;The critic wrote a very positive review of the new opera.;Krytyk napisał bardzo pozytywną recenzję nowej opery.
B2;Kultura i sztuka;criticism;krytyka;The exhibition received both praise and criticism from the press.;Wystawa otrzymała zarówno pochwały, jak i krytykę w prasie.
B2;Kultura i sztuka;critic;krytyk;The film critic compared the director’s work to a masterpiece.;Krytyk filmowy porównał dzieło reżysera do arcydzieła.
B2;Kultura i sztuka;masterpiece;arcydzieło;Leonardo da Vinci’s Mona Lisa is considered a masterpiece.;Mona Lisa Leonarda da Vinci jest uważana za arcydzieło.
B2;Kultura i sztuka;inspiration;inspiracja;The artist found inspiration in nature and everyday life.;Artysta znalazł inspirację w naturze i codziennym życiu.
B2;Kultura i sztuka;creativity;kreatywność;Creativity is essential for both art and science.;Kreatywność jest niezbędna zarówno w sztuce, jak i w nauce.
B2;Kultura i sztuka;imagination;wyobraźnia;Children often have a powerful imagination that inspires stories.;Dzieci często mają silną wyobraźnię, która inspiruje opowieści.
B2;Kultura i sztuka;tradition;tradycja;The festival is held every year to celebrate local tradition.;Festiwal odbywa się co roku, aby uczcić lokalną tradycję.
B2;Kultura i sztuka;heritage;dziedzictwo;UNESCO protects cultural heritage around the world.;UNESCO chroni dziedzictwo kulturowe na całym świecie.
B2;Kultura i sztuka;folklore;folklor;The dance group performed a piece based on Polish folklore.;Zespół taneczny wykonał utwór oparty na polskim folklorze.
B2;Kultura i sztuka;myth;mit;The myth of Icarus teaches a lesson about ambition and risk.;Mit o Ikarze uczy lekcji o ambicji i ryzyku.
B2;Kultura i sztuka;legend;legenda;King Arthur is one of the most famous legends in European culture.;Król Artur to jedna z najsłynniejszych legend w kulturze europejskiej.
B2;Kultura i sztuka;symbol;symbol;The dove is a universal symbol of peace.;Gołąb jest uniwersalnym symbolem pokoju.
B2;Kultura i sztuka;interpretation;interpretacja;Each reader can have a different interpretation of the poem.;Każdy czytelnik może mieć inną interpretację wiersza.
B2;Kultura i sztuka;message;przesłanie;The movie’s message is that friendship can overcome fear.;Przesłanie filmu jest takie, że przyjaźń może pokonać strach.
B2;Kultura i sztuka;theme;temat;The main theme of the book is the search for identity.;Głównym tematem książki jest poszukiwanie tożsamości.
B2;Kultura i sztuka;style;styl;The painter developed his own unique style.;Malarz rozwinął swój własny, unikalny styl.
B2;Kultura i sztuka;technique;technika;This painting was created using the oil painting technique.;Ten obraz został stworzony przy użyciu techniki olejnej.
B2;Kultura i sztuka;genre;gatunek;My favorite film genre is science fiction.;Mój ulubiony gatunek filmowy to science fiction.
B2;Kultura i sztuka;expression;ekspresja;Dance can be a powerful form of personal expression.;Taniec może być potężną formą osobistej ekspresji.
B2;Kultura i sztuka;audience reaction;reakcja publiczności;The loud applause showed the audience’s positive reaction.;Gromkie brawa pokazały pozytywną reakcję publiczności.
B2;Kultura i sztuka;box office;sprzedaż biletów;The film broke records at the box office.;Film pobił rekordy sprzedaży biletów.
B2;Kultura i sztuka;award;nagroda;The writer received an international award for his novel.;Pisarz otrzymał międzynarodową nagrodę za swoją powieść.
B2;Kultura i sztuka;prize;nagroda;She won first prize in the poetry competition.;Wygrała pierwszą nagrodę w konkursie poetyckim.
B2;Nauka i technologia;science;nauka;Science advances when we start asking better questions.;Nauka posuwa się naprzód, gdy zaczynamy zadawać lepsze pytania.
B2;Nauka i technologia;scientist;naukowiec;The scientist spent months verifying the results before publishing.;Naukowiec spędził miesiące na weryfikowaniu wyników przed publikacją.
B2;Nauka i technologia;experiment;eksperyment;In our experiment, the plants grew faster with more light.;W naszym eksperymencie rośliny rosły szybciej przy większej ilości światła.
B2;Nauka i technologia;research;badania;Funding for medical research has increased significantly this year.;Finansowanie badań medycznych znacząco wzrosło w tym roku.
B2;Nauka i technologia;discovery;odkrycie;The accidental discovery changed the direction of the whole project.;Przypadkowe odkrycie zmieniło kierunek całego projektu.
B2;Nauka i technologia;invention;wynalazek;Her new invention could reduce energy consumption in homes.;Jej nowy wynalazek może zmniejszyć zużycie energii w domach.
B2;Nauka i technologia;laboratory;laboratorium;All samples were analyzed in a certified laboratory.;Wszystkie próbki przeanalizowano w certyfikowanym laboratorium.
B2;Nauka i technologia;evidence;dowód;There isn’t enough evidence to support that claim yet.;Nie ma jeszcze wystarczających dowodów, aby poprzeć to twierdzenie.
B2;Nauka i technologia;hypothesis;hipoteza;The hypothesis was tested against the new data set.;Hipoteza została sprawdzona na nowym zbiorze danych.
B2;Nauka i technologia;theory;teoria;According to the theory, small changes can lead to big effects.;Zgodnie z teorią niewielkie zmiany mogą prowadzić do dużych efektów.
B2;Nauka i technologia;analysis;analiza;A deeper analysis revealed several hidden patterns.;Głębsza analiza ujawniła kilka ukrytych wzorców.
B2;Nauka i technologia;data;dane;We need more data before we can draw conclusions.;Potrzebujemy więcej danych, zanim wyciągniemy wnioski.
B2;Nauka i technologia;result;wynik;The result confirmed what we had predicted.;Wynik potwierdził to, co przewidywaliśmy.
B2;Nauka i technologia;conclusion;wniosek;The conclusion was clear: the method is reliable.;Wniosek był jasny: metoda jest wiarygodna.
B2;Nauka i technologia;biology;biologia;Biology explains how living organisms function and evolve.;Biologia wyjaśnia, jak funkcjonują i ewoluują organizmy żywe.
B2;Nauka i technologia;chemistry;chemia;In chemistry class we learned how acids react with bases.;Na lekcji chemii uczyliśmy się, jak kwasy reagują z zasadami.
B2;Nauka i technologia;physics;fizyka;Physics helps us understand why the planets move.;Fizyka pomaga nam zrozumieć, dlaczego planety się poruszają.
B2;Nauka i technologia;mathematics;matematyka;Mathematics provides the language of modern science.;Matematyka dostarcza języka współczesnej nauce.
B2;Nauka i technologia;astronomy;astronomia;Astronomy lets us look back in time by observing distant stars.;Astronomia pozwala nam zajrzeć w przeszłość, obserwując odległe gwiazdy.
B2;Nauka i technologia;geology;geologia;Geology shows how mountains were formed over millions of years.;Geologia pokazuje, jak góry powstawały przez miliony lat.
B2;Nauka i technologia;ecology;ekologia;Good ecology policies protect habitats and biodiversity.;Dobra polityka ekologiczna chroni siedliska i bioróżnorodność.
B2;Nauka i technologia;genetics;genetyka;Genetics studies how traits are passed from parents to children.;Genetyka bada, jak cechy są przekazywane z rodziców na dzieci.
B2;Nauka i technologia;medicine;medycyna;Modern medicine relies on evidence rather than tradition.;Współczesna medycyna opiera się na dowodach, a nie na tradycji.
B2;Nauka i technologia;engineering;inżynieria;Engineering turns scientific ideas into practical solutions.;Inżynieria zamienia naukowe pomysły w praktyczne rozwiązania.
B2;Nauka i technologia;robotics;robotyka;Robotics is transforming factories through automation.;Robotyka zmienia fabryki dzięki automatyzacji.
B2;Nauka i technologia;artificial intelligence;sztuczna inteligencja;Artificial intelligence can detect patterns that humans might miss.;Sztuczna inteligencja potrafi wykrywać wzorce, które ludziom mogą umknąć.
B2;Nauka i technologia;nanotechnology;nanotechnologia;Nanotechnology enables materials with surprising properties.;Nanotechnologia umożliwia tworzenie materiałów o zaskakujących właściwościach.
B2;Nauka i technologia;innovation;innowacja;True innovation often begins with a simple question: why not?;Prawdziwa innowacja często zaczyna się od prostego pytania: dlaczego nie?
B2;Nauka i technologia;progress;postęp;Technological progress has changed the way we communicate.;Postęp technologiczny zmienił sposób, w jaki się komunikujemy.
B2;Nauka i technologia;development;rozwój;Sustainable development balances growth with environmental care.;Zrównoważony rozwój łączy wzrost z troską o środowisko.
B2;Nauka i technologia;technology;technologia;New technology can solve old problems in unexpected ways.;Nowa technologia może rozwiązywać stare problemy w nieoczekiwany sposób.
B2;Nauka i technologia;device;urządzenie;This small device tracks your heart rate all day.;To małe urządzenie śledzi tętno przez cały dzień.
B2;Nauka i technologia;machine;maszyna;The machine can sort thousands of letters per hour.;Ta maszyna potrafi sortować tysiące listów na godzinę.
B2;Nauka i technologia;engine;silnik;A hybrid engine uses both electricity and fuel.;Silnik hybrydowy wykorzystuje zarówno prąd, jak i paliwo.
B2;Nauka i technologia;computer;komputer;My computer crashed because it ran out of memory.;Mój komputer zawiesił się, bo skończyła mu się pamięć.
B2;Nauka i technologia;software;oprogramowanie;The new software makes video editing much faster.;Nowe oprogramowanie znacznie przyspiesza montaż wideo.
B2;Nauka i technologia;hardware;sprzęt komputerowy;Upgrading the hardware extended the laptop’s life.;Modernizacja sprzętu wydłużyła życie laptopa.
B2;Nauka i technologia;application;aplikacja;This application helps students organize their notes.;Ta aplikacja pomaga studentom porządkować notatki.
B2;Nauka i technologia;internet;internet;The internet connects people across continents in seconds.;Internet łączy ludzi na różnych kontynentach w kilka sekund.
B2;Nauka i technologia;network;sieć;A secure network prevents unauthorized access.;Bezpieczna sieć zapobiega nieautoryzowanemu dostępowi.
B2;Nauka i technologia;database;baza danych;The customer database must be backed up regularly.;Bazę danych klientów trzeba regularnie tworzyć w kopii zapasowej.
B2;Nauka i technologia;cloud computing;przetwarzanie w chmurze;Cloud computing lets you scale resources on demand.;Przetwarzanie w chmurze pozwala skalować zasoby na żądanie.
B2;Nauka i technologia;virtual reality;wirtualna rzeczywistość;Virtual reality can simulate dangerous situations safely.;Wirtualna rzeczywistość może bezpiecznie symulować niebezpieczne sytuacje.
B2;Nauka i technologia;augmented reality;rozszerzona rzeczywistość;Augmented reality adds useful information to what you see.;Rozszerzona rzeczywistość dodaje przydatne informacje do tego, co widzisz.
B2;Nauka i technologia;cybersecurity;bezpieczeństwo cybernetyczne;Good cybersecurity begins with strong passwords and updates.;Dobre bezpieczeństwo cybernetyczne zaczyna się od silnych haseł i aktualizacji.
B2;Nauka i technologia;encryption;szyfrowanie;End‑to‑end encryption keeps private messages secure.;Szyfrowanie typu end‑to‑end chroni prywatne wiadomości.
B2;Nauka i technologia;satellite;satelita;The weather satellite sent clear images of the storm.;Satelita meteorologiczny przesłał wyraźne zdjęcia burzy.
B2;Nauka i technologia;spacecraft;statek kosmiczny;The spacecraft entered orbit after a precise maneuver.;Statek kosmiczny wszedł na orbitę po precyzyjnym manewrze.
B2;Nauka i technologia;astronaut;astronauta;Every astronaut trains for years before a mission.;Każdy astronauta trenuje przez lata przed misją.
B2;Nauka i technologia;planet;planeta;Astronomers discovered a new planet outside our solar system.;Astronomowie odkryli nową planetę poza naszym układem słonecznym.
B2;Nauka i technologia;universe;wszechświat;Some scientists believe the universe is still expanding.;Niektórzy naukowcy uważają, że wszechświat wciąż się rozszerza.
B2;Nauka i technologia;galaxy;galaktyka;Our galaxy contains billions of stars and countless planets.;Nasza galaktyka zawiera miliardy gwiazd i niezliczone planety.
B2;Nauka i technologia;cloning;klonowanie;Cloning raises complex scientific and ethical questions.;Klonowanie rodzi złożone pytania naukowe i etyczne.
B2;Nauka i technologia;stem cell;komórka macierzysta;Stem cell therapy could help repair damaged tissue.;Terapia komórkami macierzystymi może pomóc naprawić uszkodzone tkanki.
B2;Nauka i technologia;vaccine;szczepionka;The new vaccine reduced the number of infections dramatically.;Nowa szczepionka drastycznie zmniejszyła liczbę zakażeń.
B2;Nauka i technologia;antibiotic;antybiotyk;You shouldn’t take an antibiotic without a doctor’s advice.;Nie powinno się brać antybiotyku bez porady lekarza.
B2;Nauka i technologia;microscope;mikroskop;Under the microscope we saw the cells dividing.;Pod mikroskopem zobaczyliśmy dzielące się komórki.
B2;Nauka i technologia;telescope;teleskop;A powerful telescope revealed details on the planet’s surface.;Potężny teleskop ujawnił szczegóły na powierzchni planety.
B2;Nauka i technologia;electricity;elektryczność;Electricity must be handled carefully to avoid accidents.;Z elektrycznością trzeba obchodzić się ostrożnie, aby uniknąć wypadków.
B2;Nauka i technologia;magnetism;magnetyzm;Magnetism explains why the compass needle points north.;Magnetyzm wyjaśnia, dlaczego igła kompasu wskazuje północ.
B2;Nauka i technologia;radiation;promieniowanie;Too much radiation can damage living tissue.;Zbyt duże promieniowanie może uszkodzić żywe tkanki.
B2;Nauka i technologia;nuclear energy;energia jądrowa;Nuclear energy produces electricity with very low emissions.;Energia jądrowa wytwarza prąd przy bardzo niskich emisjach.
B2;Nauka i technologia;renewable energy;energia odnawialna;Renewable energy sources are growing every year.;Źródła energii odnawialnej rosną z roku na rok.
B2;Nauka i technologia;solar panel;panel słoneczny;A solar panel converts sunlight into electricity.;Panel słoneczny przekształca światło słoneczne w energię elektryczną.
B2;Nauka i technologia;wind turbine;turbina wiatrowa;A wind turbine generates power from moving air.;Turbina wiatrowa wytwarza energię z poruszającego się powietrza.
B2;Nauka i technologia;battery;bateria;This battery charges to eighty percent in half an hour.;Ta bateria ładuje się do osiemdziesięciu procent w pół godziny.
B2;Nauka i technologia;innovation hub;centrum innowacji;The city opened an innovation hub for startups and researchers.;Miasto otworzyło centrum innowacji dla startupów i badaczy.
B2;Nauka i technologia;scientific community;środowisko naukowe;The scientific community reviewed the paper and suggested improvements.;Środowisko naukowe zrecenzowało artykuł i zasugerowało ulepszenia.
B2;Nauka i technologia;laboratory equipment;sprzęt laboratoryjny;Handle laboratory equipment carefully to avoid contamination.;Obchodź się ostrożnie ze sprzętem laboratoryjnym, aby uniknąć zanieczyszczeń.
B2;Nauka i technologia;AI algorithm;algorytm SI;An AI algorithm learned to recognize tumors in scans.;Algorytm SI nauczył się rozpoznawać guzy na skanach.
B2;Nauka i technologia;quantum physics;fizyka kwantowa;Quantum physics challenges our common sense about reality.;Fizyka kwantowa podważa nasze zdroworozsądkowe wyobrażenia o rzeczywistości.
B2;Nauka i technologia;DNA sequence;sekwencja DNA;The DNA sequence revealed a mutation linked to the disease.;Sekwencja DNA ujawniła mutację powiązaną z chorobą.
B2;Polityka i społeczeństwo;politics;polityka;Politics often divides people but also unites them for common goals.;Polityka często dzieli ludzi, ale także jednoczy ich we wspólnych celach.
B2;Polityka i społeczeństwo;politician;polityk;The politician gave a long speech before the election.;Polityk wygłosił długie przemówienie przed wyborami.
B2;Polityka i społeczeństwo;government;rząd;The government announced new economic reforms.;Rząd ogłosił nowe reformy gospodarcze.
B2;Polityka i społeczeństwo;parliament;parlament;The parliament passed a new law yesterday.;Parlament uchwalił wczoraj nowe prawo.
B2;Polityka i społeczeństwo;president;prezydent;The president visited several European countries.;Prezydent odwiedził kilka krajów europejskich.
B2;Polityka i społeczeństwo;prime minister;premier;The prime minister met with foreign leaders.;Premier spotkał się z zagranicznymi przywódcami.
B2;Polityka i społeczeństwo;minister;minister;The minister of health spoke about new hospitals.;Minister zdrowia mówił o nowych szpitalach.
B2;Polityka i społeczeństwo;mayor;burmistrz;The mayor opened a new park in the city center.;Burmistrz otworzył nowy park w centrum miasta.
B2;Polityka i społeczeństwo;law;prawo;Everyone must obey the law.;Każdy musi przestrzegać prawa.
B2;Polityka i społeczeństwo;constitution;konstytucja;The constitution guarantees freedom of speech.;Konstytucja gwarantuje wolność słowa.
B2;Polityka i społeczeństwo;election;wybory;The election will take place next Sunday.;Wybory odbędą się w przyszłą niedzielę.
B2;Polityka i społeczeństwo;vote;głosować;Citizens can vote for their preferred candidate.;Obywatele mogą głosować na swojego kandydata.
B2;Polityka i społeczeństwo;voter;wyborca;Each voter receives a ballot paper.;Każdy wyborca otrzymuje kartę do głosowania.
B2;Polityka i społeczeństwo;candidate;kandydat;The candidate promised to improve education.;Kandydat obiecał poprawić edukację.
B2;Polityka i społeczeństwo;party;partia;The new party is growing in popularity.;Nowa partia zyskuje na popularności.
B2;Polityka i społeczeństwo;policy;polityka działania;The company's policy on safety is very strict.;Polityka firmy dotycząca bezpieczeństwa jest bardzo rygorystyczna.
B2;Polityka i społeczeństwo;democracy;demokracja;Democracy allows people to choose their leaders.;Demokracja pozwala ludziom wybierać swoich przywódców.
B2;Polityka i społeczeństwo;dictatorship;dyktatura;The country suffered under dictatorship for years.;Kraj cierpiał przez lata pod dyktaturą.
B2;Polityka i społeczeństwo;monarchy;monarchia;The monarchy still plays a symbolic role.;Monarchia nadal odgrywa symboliczną rolę.
B2;Polityka i społeczeństwo;republic;republika;Poland is a republic with democratic institutions.;Polska jest republiką z demokratycznymi instytucjami.
B2;Polityka i społeczeństwo;human rights;prawa człowieka;Human rights must be respected everywhere.;Prawa człowieka muszą być respektowane wszędzie.
B2;Polityka i społeczeństwo;freedom;wolność;Freedom of expression is important in a democracy.;Wolność wypowiedzi jest ważna w demokracji.
B2;Polityka i społeczeństwo;justice;sprawiedliwość;The victims demanded justice in court.;Ofiary domagały się sprawiedliwości w sądzie.
B2;Polityka i społeczeństwo;equality;równość;Equality before the law is a basic principle.;Równość wobec prawa to podstawowa zasada.
B2;Polityka i społeczeństwo;immigration;imigracja;Immigration has increased in recent years.;Imigracja wzrosła w ostatnich latach.
B2;Polityka i społeczeństwo;emigration;emigracja;Emigration from rural areas is common.;Emigracja z obszarów wiejskich jest powszechna.
B2;Polityka i społeczeństwo;refugee;uchodźca;The refugee asked for asylum.;Uchodźca poprosił o azyl.
B2;Polityka i społeczeństwo;society;społeczeństwo;Society changes with new technologies.;Społeczeństwo zmienia się wraz z nowymi technologiami.
B2;Polityka i społeczeństwo;community;społeczność;The local community organized a charity event.;Lokalna społeczność zorganizowała wydarzenie charytatywne.
B2;Polityka i społeczeństwo;citizen;obywatel;Every citizen has certain rights and duties.;Każdy obywatel ma określone prawa i obowiązki.
B2;Polityka i społeczeństwo;public opinion;opinia publiczna;Public opinion influenced the decision.;Opinia publiczna wpłynęła na decyzję.
B2;Polityka i społeczeństwo;protest;protest;Thousands joined the protest in the capital.;Tysiące ludzi dołączyło do protestu w stolicy.
B2;Polityka i społeczeństwo;demonstration;demonstracja;The demonstration blocked the main street.;Demonstracja zablokowała główną ulicę.
B2;Polityka i społeczeństwo;strike;strajk;The workers went on strike for better pay.;Pracownicy rozpoczęli strajk o lepsze płace.
B2;Polityka i społeczeństwo;conflict;konflikt;The conflict lasted for many years.;Konflikt trwał wiele lat.
B2;Polityka i społeczeństwo;war;wojna;The war caused massive destruction.;Wojna spowodowała ogromne zniszczenia.
B2;Polityka i społeczeństwo;peace;pokój;They signed an agreement to ensure peace.;Podpisali porozumienie, aby zapewnić pokój.
B2;Polityka i społeczeństwo;security;bezpieczeństwo;Security at the airport has been increased.;Bezpieczeństwo na lotnisku zostało zwiększone.
B2;Polityka i społeczeństwo;army;armia;The army protected the borders.;Armia chroniła granice.
B2;Polityka i społeczeństwo;soldier;żołnierz;The soldier returned home after the mission.;Żołnierz wrócił do domu po misji.
B2;Polityka i społeczeństwo;police;policja;The police arrested the suspect.;Policja aresztowała podejrzanego.
B2;Polityka i społeczeństwo;crime;przestępstwo;The crime shocked the small town.;Przestępstwo wstrząsnęło małym miasteczkiem.
B2;Polityka i społeczeństwo;criminal;przestępca;The criminal was sent to prison.;Przestępca trafił do więzienia.
B2;Polityka i społeczeństwo;prison;więzienie;He spent ten years in prison.;Spędził dziesięć lat w więzieniu.
B2;Polityka i społeczeństwo;court;sąd;The case went to court last month.;Sprawa trafiła do sądu w zeszłym miesiącu.
B2;Polityka i społeczeństwo;judge;sędzia;The judge announced the verdict.;Sędzia ogłosił wyrok.
B2;Polityka i społeczeństwo;lawyer;prawnik;The lawyer defended his client well.;Prawnik dobrze bronił swojego klienta.
B2;Polityka i społeczeństwo;trial;proces sądowy;The trial attracted a lot of media attention.;Proces sądowy przyciągnął wiele uwagi mediów.
B2;Polityka i społeczeństwo;sentence;wyrok;The sentence was five years in prison.;Wyrok wynosił pięć lat więzienia.
B2;Polityka i społeczeństwo;fine;grzywna;He had to pay a fine for speeding.;Musiał zapłacić grzywnę za przekroczenie prędkości.
B2;Polityka i społeczeństwo;tax;podatek;Citizens must pay tax on their income.;Obywatele muszą płacić podatek od swoich dochodów.
B2;Polityka i społeczeństwo;budget;budżet;The city council discussed next year’s budget.;Rada miejska omówiła budżet na przyszły rok.
B2;Polityka i społeczeństwo;economy;gospodarka;The economy is growing steadily.;Gospodarka rozwija się stabilnie.
B2;Polityka i społeczeństwo;unemployment;bezrobocie;Unemployment is a serious problem.;Bezrobocie jest poważnym problemem.
B2;Polityka i społeczeństwo;inflation;inflacja;Inflation makes products more expensive.;Inflacja sprawia, że produkty są droższe.
B2;Polityka i społeczeństwo;poverty;ubóstwo;Many organizations fight against poverty.;Wiele organizacji walczy z ubóstwem.
B2;Polityka i społeczeństwo;wealth;bogactwo;Wealth is not always a guarantee of happiness.;Bogactwo nie zawsze gwarantuje szczęście.
B2;Polityka i społeczeństwo;charity;organizacja charytatywna;The charity collected money for sick children.;Organizacja charytatywna zebrała pieniądze dla chorych dzieci.
B2;Polityka i społeczeństwo;volunteer;wolontariusz;She works as a volunteer in an animal shelter.;Ona pracuje jako wolontariuszka w schronisku dla zwierząt.
